crop_name,variety_name,crop_type,growth_stage,soil_type,soil_texture,soil_pH,soil_organic_matter_pct,soil_nitrogen,soil_phosphorus,soil_potassium,soil_salinity,weather_temp_C,weather_min_temp_C,weather_max_temp_C,weather_rainfall_mm,weather_humidity_pct,weather_wind_speed_kmph,weather_sunlight_hours,irrigation_type,irrigation_frequency_per_week,irrigation_volume_liters_per_hectare,recommended_crop,recommended_variety,fertilizer_type,fertilizer_brand,fertilizer_dosage_kg_per_hectare,fertilizer_application_stage,pest_disease_detected,disease_severity,treatment_suggested,treatment_method,yield_prediction_kg_per_hectare,expected_yield_range,harvest_time_days,harvest_method,post_harvest_storage,market_price_per_kg,market_demand_index,budget_estimate_usd,cost_breakdown_fertilizer_usd,cost_breakdown_labor_usd,cost_breakdown_irrigation_usd,profit_prediction_usd,gm_crop,gm_trait,planting_strategy_notes,sustainability_score,last_updated
Wheat,Wheat_Variety_1,Tuber,Vegetative,Loamy,Medium,7.22,1.42,90,3,62,0.77,27.9,25.830157378427142,30.703172487444117,502.1,76.1,18.0,9.3,Drip,6,2396.6,Wheat,Wheat_Variety_2,Vermicompost,Brand_7,93.4,Pre-plant,Aphids,Medium,Pesticide A,Seed Treatment,6077.7,5469-6685,125,Mechanical,Cold Storage,7.16,0.38,17328.55,656.24,3957.17,1023.43,26187.78,No,None,Plant Wheat in Loamy soil with Drip irrigation.,0.78,2024-07-30
Wheat,Wheat_Variety_4,Legume,Vegetative,Peaty,Fine,7.36,2.44,22,13,43,0.32,18.8,13.86797378347218,22.22646695078629,253.9,44.5,14.2,6.2,Surface,6,1400.8,Cotton,Cotton_Variety_1,Urea,Brand_7,225.5,Post-emergence,Leaf Spot,None,Biological Control,Soil Drench,3151.5,2836-3466,176,Mechanical,Cold Storage,30.17,0.22,11299.19,858.97,4578.59,1454.84,83781.57,Yes,Pest Resistance,Plant Wheat in Peaty soil with Surface irrigation.,0.0,2024-05-03
Barley,Barley_Variety_2,Fiber,Vegetative,Chalky,Coarse,7.98,4.52,92,64,100,0.27,21.6,18.87453021458846,25.720220900700276,488.7,38.7,0.9,4.7,Surface,7,2980.0,Wheat,Wheat_Variety_4,MOP,Brand_3,102.2,Flowering,Aphids,Medium,None,Seed Treatment,7839.6,7055-8623,148,Manual,Open Shed,26.23,0.85,10934.45,581.6,1667.46,1148.11,194698.26,Yes,Drought Resistance,Plant Barley in Chalky soil with Surface irrigation.,0.86,2025-01-25
Cotton,Cotton_Variety_3,Cereal,Flowering,Peaty,Coarse,7.92,2.47,5,15,22,0.17,21.4,19.03526020486274,26.02636235575624,763.4,65.2,4.4,5.4,Manual,1,619.5,Potato,Potato_Variety_5,Compost,Brand_4,291.1,Pre-plant,Stem Borer,None,Fungicide B,Spray,1753.4,1578-1928,151,Mechanical,Warehouse,7.75,0.48,6182.23,1289.18,3032.11,570.55,7406.62,No,None,Plant Cotton in Peaty soil with Manual irrigation.,0.71,2024-11-19
Sugarcane,Sugarcane_Variety_1,Legume,Vegetative,Clay,Fine,7.34,1.26,65,81,64,0.86,22.9,18.130525249491455,26.01131082744107,896.0,62.5,7.7,8.4,Manual,5,837.0,Cotton,Cotton_Variety_4,Compost,Brand_2,109.1,Post-emergence,Leaf Spot,Low,Biological Control,Seed Treatment,2872.5,2585-3159,185,Mechanical,Open Shed,43.36,0.65,7741.52,518.33,4629.96,533.95,116810.08,Yes,Pest Resistance,Plant Sugarcane in Clay soil with Manual irrigation.,0.16,2024-12-14
Wheat,Wheat_Variety_2,Fiber,Vegetative,Clay,Medium,6.66,4.81,15,41,42,0.27,28.7,26.365582500587937,33.444787023894825,801.8,73.9,4.4,8.0,Drip,7,2778.3,Soybean,Soybean_Variety_4,NPK,Brand_5,217.1,Pre-plant,Leaf Spot,None,Fungicide B,Soil Drench,5586.5,5027-6145,99,Manual,Cold Storage,13.07,0.26,6416.95,1020.07,4891.87,912.12,66598.61,Yes,None,Plant Wheat in Clay soil with Drip irrigation.,0.49,2024-04-26
Cotton,Cotton_Variety_2,Legume,Seeding,Silty,Coarse,5.7,2.0,74,8,45,1.49,26.9,24.893937628792425,31.25569627131462,707.6,30.8,19.8,10.0,Manual,7,4903.3,Rice,Rice_Variety_4,MOP,Brand_3,195.8,Pre-plant,Leaf Spot,Medium,Biological Control,Soil Drench,5078.4,4570-5586,137,Mechanical,Warehouse,38.51,0.28,11137.68,1590.29,3688.03,1309.37,184431.5,No,None,Plant Cotton in Silty soil with Manual irrigation.,0.49,2024-07-28
Maize,Maize_Variety_2,Cereal,Vegetative,Sandy,Medium,5.67,3.36,89,55,44,0.51,22.7,19.955579223483593,26.47633896684804,229.1,61.1,4.7,8.2,Drip,2,748.4,Barley,Barley_Variety_2,DAP,Brand_9,206.2,Flowering,Leaf Spot,Low,Biological Control,Spray,4333.3,3899-4766,102,Mechanical,Cold Storage,45.76,0.45,9370.73,660.95,1156.5,1489.82,188921.08,No,None,Plant Maize in Sandy soil with Drip irrigation.,0.14,2024-10-15
Soybean,Soybean_Variety_2,Tuber,Flowering,Peaty,Fine,7.22,3.63,14,95,48,1.38,35.7,31.41191873492131,38.616077007222074,582.8,46.1,20.0,5.6,Surface,6,4832.5,Wheat,Wheat_Variety_3,MOP,Brand_5,285.1,Pre-plant,Root Rot,High,None,Soil Drench,1863.2,1676-2049,121,Mechanical,Cold Storage,38.37,0.77,9575.82,1638.16,4796.94,1325.04,61915.16,Yes,High Yield,Plant Soybean in Peaty soil with Surface irrigation.,0.52,2025-01-21
Barley,Barley_Variety_2,Tuber,Harvesting,Loamy,Fine,6.85,4.97,76,27,2,1.13,22.4,18.48346698185612,27.213708496442514,275.6,78.5,8.1,6.5,Sprinkler,3,3673.4,Maize,Maize_Variety_4,DAP,Brand_4,116.7,Pre-plant,None,None,None,None,7262.3,6536-7988,197,Manual,Cold Storage,32.69,0.24,19265.02,779.93,3644.46,1321.21,218139.57,No,None,Plant Barley in Loamy soil with Sprinkler irrigation.,0.74,2024-04-21
Barley,Barley_Variety_5,Tuber,Vegetative,Silty,Medium,7.42,4.3,42,54,45,0.66,17.0,13.076307976736082,19.821091140179057,451.8,30.5,0.7,4.6,Sprinkler,2,1434.2,Soybean,Soybean_Variety_2,DAP,Brand_8,193.0,Flowering,Leaf Spot,None,Fungicide B,Seed Treatment,5609.8,5048-6170,139,Mechanical,Cold Storage,37.78,0.21,12292.83,1575.01,4437.76,943.4,199645.41,No,None,Plant Barley in Silty soil with Sprinkler irrigation.,0.83,2024-05-19
Soybean,Soybean_Variety_5,Legume,Flowering,Silty,Coarse,5.86,2.99,44,36,54,0.99,28.7,25.318137131511104,32.45748797994535,749.6,73.1,1.9,11.8,Drip,1,1155.4,Cotton,Cotton_Variety_4,MOP,Brand_1,189.3,Post-emergence,Leaf Spot,High,Biological Control,Seed Treatment,4085.3,3676-4493,102,Mechanical,Open Shed,14.0,0.06,10235.57,1793.31,1049.28,884.79,46958.63,No,None,Plant Soybean in Silty soil with Drip irrigation.,0.4,2024-12-27
Rice,Rice_Variety_3,Legume,Harvesting,Chalky,Coarse,7.33,2.77,45,33,55,0.51,31.3,27.88259785588579,35.98331275868368,1199.0,42.3,15.2,10.1,Manual,3,3532.7,Maize,Maize_Variety_4,Compost,Brand_8,181.2,Pre-plant,None,None,None,None,4207.1,3786-4627,171,Manual,Warehouse,23.08,0.7,12208.07,1811.15,2347.48,767.73,84891.8,No,None,Plant Rice in Chalky soil with Manual irrigation.,0.59,2024-12-22
Barley,Barley_Variety_1,Legume,Vegetative,Loamy,Coarse,7.08,3.45,23,32,68,0.35,21.1,19.061695092000605,23.168743738124356,907.4,41.9,14.5,9.3,Drip,7,1974.6,Wheat,Wheat_Variety_5,Compost,Brand_6,83.8,Flowering,Blight,Low,Biological Control,Soil Drench,7793.0,7013-8572,150,Mechanical,Open Shed,23.65,0.12,15282.96,882.78,4892.85,973.58,169021.49,Yes,High Yield,Plant Barley in Loamy soil with Drip irrigation.,0.44,2024-06-18
Maize,Maize_Variety_3,Cereal,Seeding,Chalky,Coarse,6.44,2.7,66,20,72,0.2,26.2,23.263456537990976,30.148647764067324,943.0,43.0,1.8,10.6,Sprinkler,6,2791.0,Wheat,Wheat_Variety_2,MOP,Brand_1,177.2,Flowering,None,None,None,None,5784.7,5206-6363,82,Mechanical,Warehouse,44.52,0.59,18015.15,1746.32,2385.75,1368.94,239519.69,No,None,Plant Maize in Chalky soil with Sprinkler irrigation.,0.46,2024-12-10
Sugarcane,Sugarcane_Variety_3,Cereal,Harvesting,Clay,Coarse,6.99,3.5,68,98,52,0.95,22.5,18.498195201281675,25.802637187150573,240.3,45.9,6.3,12.0,Surface,6,1790.8,Soybean,Soybean_Variety_2,MOP,Brand_5,251.8,Pre-plant,Blight,Medium,Pesticide A,Soil Drench,4930.0,4437-5423,98,Manual,Warehouse,30.6,0.67,6166.54,1374.27,1197.71,1323.22,144691.46,No,None,Plant Sugarcane in Clay soil with Surface irrigation.,0.5,2024-11-11
Barley,Barley_Variety_1,Legume,Flowering,Silty,Fine,7.62,2.62,49,50,58,0.29,21.8,18.47274697047299,24.847333598103283,286.8,37.0,15.6,8.0,Drip,7,4167.9,Potato,Potato_Variety_4,Compost,Brand_10,234.7,Pre-plant,None,None,None,None,3355.0,3019-3690,110,Manual,Cold Storage,32.0,0.2,17067.12,1563.66,3721.53,1351.15,90292.88,Yes,Drought Resistance,Plant Barley in Silty soil with Drip irrigation.,0.9,2025-02-03
Cotton,Cotton_Variety_5,Tuber,Flowering,Sandy,Fine,7.27,4.64,29,35,74,0.89,35.3,32.39529788781418,37.64138612882105,1087.1,76.9,11.4,11.1,Drip,5,2509.3,Barley,Barley_Variety_4,Vermicompost,Brand_2,159.4,Pre-plant,Root Rot,High,Pesticide A,Seed Treatment,1867.3,1680-2054,164,Mechanical,Cold Storage,24.13,0.41,5280.98,1929.8,4348.6,1028.3,39776.97,No,None,Plant Cotton in Sandy soil with Drip irrigation.,0.16,2024-10-01
Wheat,Wheat_Variety_3,Tuber,Harvesting,Peaty,Fine,6.28,1.71,45,37,12,0.95,16.6,14.352953624902954,20.755868123507902,519.8,85.1,12.2,4.8,Surface,7,1805.4,Barley,Barley_Variety_5,Urea,Brand_4,203.4,Pre-plant,Stem Borer,Medium,None,Soil Drench,4244.9,3820-4669,134,Manual,Open Shed,46.19,0.77,13222.53,1438.54,3076.46,1434.17,182849.4,No,None,Plant Wheat in Peaty soil with Surface irrigation.,0.34,2024-11-20
Barley,Barley_Variety_1,Cereal,Seeding,Clay,Fine,6.08,3.25,20,70,71,1.45,31.5,29.229458577773144,34.81462354001171,554.1,79.2,10.0,5.3,Manual,6,1880.4,Sugarcane,Sugarcane_Variety_5,Vermicompost,Brand_9,224.4,Flowering,Root Rot,None,Neem Oil,Seed Treatment,4918.3,4426-5410,156,Manual,Cold Storage,10.92,0.12,15496.91,1510.87,2435.16,678.48,38210.93,No,None,Plant Barley in Clay soil with Manual irrigation.,0.1,2024-06-11
Wheat,Wheat_Variety_3,Tuber,Seeding,Chalky,Coarse,7.92,4.0,72,1,32,1.25,20.4,16.08568995290448,25.231719868448913,1135.3,56.8,19.0,11.9,Surface,1,3446.5,Barley,Barley_Variety_3,NPK,Brand_8,223.5,Flowering,Root Rot,High,Biological Control,Soil Drench,6300.6,5670-6930,140,Mechanical,Warehouse,14.38,0.89,8232.22,1384.76,4900.5,1427.72,82370.41,No,None,Plant Wheat in Chalky soil with Surface irrigation.,0.64,2025-02-28
Barley,Barley_Variety_1,Fiber,Vegetative,Chalky,Coarse,6.0,1.37,94,64,27,1.31,15.0,12.723747549156037,19.686015950949766,726.7,62.5,1.4,9.2,Sprinkler,2,4218.6,Maize,Maize_Variety_2,Compost,Brand_1,71.0,Post-emergence,Aphids,High,None,Seed Treatment,4469.1,4022-4916,178,Manual,Cold Storage,19.91,0.85,18549.91,1830.35,4108.96,628.8,70429.87,Yes,Pest Resistance,Plant Barley in Chalky soil with Sprinkler irrigation.,0.75,2025-01-01
Potato,Potato_Variety_3,Fiber,Flowering,Peaty,Medium,7.56,3.54,100,41,100,0.77,20.4,15.939808948796781,23.20552239834504,1112.4,44.2,6.4,8.1,Manual,3,3190.9,Barley,Barley_Variety_1,Urea,Brand_8,243.3,Pre-plant,Stem Borer,Low,Fungicide B,Soil Drench,7801.1,7020-8581,177,Manual,Cold Storage,20.11,0.4,19089.5,1457.81,1703.73,1236.88,137790.62,No,None,Plant Potato in Peaty soil with Manual irrigation.,0.16,2025-02-04
Soybean,Soybean_Variety_5,Fiber,Flowering,Sandy,Medium,7.88,3.93,10,33,25,1.14,15.6,11.38506055027614,19.34869823549687,1160.0,45.3,16.5,4.4,Drip,7,1142.0,Wheat,Wheat_Variety_5,MOP,Brand_6,180.6,Post-emergence,Aphids,Medium,Fungicide B,Soil Drench,6691.4,6022-7360,135,Manual,Cold Storage,42.9,0.18,11060.56,710.99,2127.37,894.82,276000.5,No,None,Plant Soybean in Sandy soil with Drip irrigation.,0.17,2025-02-13
Sugarcane,Sugarcane_Variety_4,Legume,Flowering,Silty,Coarse,7.05,2.77,51,11,26,1.16,28.7,24.04106718578912,32.346182968141754,1181.1,62.1,15.4,10.3,Surface,1,2053.6,Wheat,Wheat_Variety_2,Urea,Brand_5,283.6,Post-emergence,Stem Borer,Low,Biological Control,Spray,7326.5,6593-8059,154,Manual,Warehouse,25.23,0.04,13964.0,838.5,4754.95,1273.25,170883.6,Yes,Drought Resistance,Plant Sugarcane in Silty soil with Surface irrigation.,0.91,2024-11-12
Sugarcane,Sugarcane_Variety_4,Tuber,Seeding,Loamy,Coarse,6.32,2.14,100,66,34,0.3,27.1,24.639887745801538,30.34209120205846,554.8,44.8,15.5,4.7,Manual,3,1556.0,Sugarcane,Sugarcane_Variety_1,Compost,Brand_4,222.5,Flowering,Leaf Spot,High,Neem Oil,Spray,6484.5,5836-7132,157,Mechanical,Warehouse,49.19,0.72,12614.82,1578.56,1085.29,559.19,306357.73,No,None,Plant Sugarcane in Loamy soil with Manual irrigation.,0.42,2025-03-18
Barley,Barley_Variety_1,Cereal,Vegetative,Loamy,Coarse,7.51,2.3,3,80,22,1.28,26.3,22.74593055441668,29.864143178684074,1155.9,66.5,19.2,11.3,Sprinkler,1,3974.4,Potato,Potato_Variety_4,Vermicompost,Brand_6,253.6,Pre-plant,Aphids,None,None,Spray,2498.5,2248-2748,188,Mechanical,Cold Storage,30.9,0.65,7702.24,1759.45,3919.51,1350.32,69501.41,Yes,Pest Resistance,Plant Barley in Loamy soil with Sprinkler irrigation.,0.02,2024-05-02
Soybean,Soybean_Variety_1,Cereal,Harvesting,Loamy,Coarse,5.92,3.74,45,90,62,0.52,25.7,22.695396550674644,28.834259382715576,335.2,31.8,10.1,6.4,Drip,5,2931.0,Maize,Maize_Variety_5,Vermicompost,Brand_6,259.7,Flowering,Leaf Spot,None,Neem Oil,Soil Drench,4673.6,4206-5140,111,Mechanical,Open Shed,39.45,0.33,19474.03,1179.48,4104.22,1449.42,164899.49,Yes,High Yield,Plant Soybean in Loamy soil with Drip irrigation.,0.95,2024-04-23
Rice,Rice_Variety_5,Legume,Flowering,Clay,Coarse,6.52,4.19,76,24,2,1.45,30.6,26.353362045373295,33.98651527302873,203.8,31.5,19.5,10.1,Manual,1,2552.2,Wheat,Wheat_Variety_2,Urea,Brand_9,78.5,Post-emergence,Leaf Spot,Low,Neem Oil,Soil Drench,1892.3,1703-2081,92,Manual,Cold Storage,41.3,0.06,9238.25,707.3,2308.46,1049.33,68913.74,Yes,Drought Resistance,Plant Rice in Clay soil with Manual irrigation.,0.56,2024-12-08
Sugarcane,Sugarcane_Variety_4,Cereal,Vegetative,Loamy,Medium,6.59,1.25,11,80,36,0.33,28.1,25.118982176392407,32.106062079775974,1096.9,35.3,7.4,11.1,Surface,3,3164.1,Barley,Barley_Variety_2,Compost,Brand_8,289.2,Pre-plant,Blight,None,Pesticide A,Spray,3654.7,3289-4020,90,Manual,Open Shed,41.39,0.76,7614.42,1039.91,3551.48,1266.33,143653.61,No,None,Plant Sugarcane in Loamy soil with Surface irrigation.,0.08,2025-04-12
Wheat,Wheat_Variety_2,Fiber,Flowering,Silty,Fine,7.74,4.57,99,25,24,0.47,30.0,27.61025524243539,32.08005320964016,675.8,45.0,8.5,10.9,Sprinkler,2,596.9,Barley,Barley_Variety_3,MOP,Brand_1,138.5,Post-emergence,None,None,None,None,5011.5,4510-5512,140,Mechanical,Open Shed,26.25,0.87,11035.88,796.08,4371.76,899.48,120515.99,Yes,High Yield,Plant Wheat in Silty soil with Sprinkler irrigation.,0.01,2024-07-22
Wheat,Wheat_Variety_5,Legume,Seeding,Silty,Fine,6.63,1.51,7,47,82,0.8,32.6,29.63326630088735,36.33505828139229,1091.7,81.0,12.1,4.6,Surface,5,3094.4,Potato,Potato_Variety_2,Compost,Brand_2,237.7,Post-emergence,Aphids,None,Fungicide B,Spray,4486.8,4038-4935,192,Manual,Warehouse,29.97,0.26,5241.11,1180.87,2927.18,613.18,129228.29,No,None,Plant Wheat in Silty soil with Surface irrigation.,0.12,2024-09-29
Soybean,Soybean_Variety_3,Cereal,Vegetative,Sandy,Medium,7.41,1.76,37,11,72,1.02,36.8,32.17152437012792,41.180245781654094,571.7,51.6,0.9,12.0,Manual,7,2579.0,Barley,Barley_Variety_5,Compost,Brand_3,149.1,Pre-plant,Aphids,None,Fungicide B,Seed Treatment,7546.6,6791-8301,101,Mechanical,Warehouse,16.11,0.92,19300.9,1790.21,1175.31,1021.99,102274.83,No,None,Plant Soybean in Sandy soil with Manual irrigation.,0.25,2025-03-18
Sugarcane,Sugarcane_Variety_1,Fiber,Seeding,Silty,Medium,5.66,3.36,86,78,39,0.22,28.8,26.51832970888388,33.55572163518277,268.7,59.6,0.7,10.9,Drip,7,4543.0,Soybean,Soybean_Variety_4,MOP,Brand_2,195.0,Post-emergence,Aphids,None,Biological Control,Spray,2827.5,2544-3110,180,Mechanical,Open Shed,40.33,0.19,5161.19,1181.96,2950.23,1265.69,108871.88,No,None,Plant Sugarcane in Silty soil with Drip irrigation.,0.95,2024-05-10
Barley,Barley_Variety_3,Tuber,Harvesting,Silty,Fine,6.45,4.76,28,57,49,0.25,18.8,15.150330842543182,21.349217010238064,562.7,50.2,12.6,11.1,Surface,6,4741.8,Wheat,Wheat_Variety_2,Urea,Brand_7,124.1,Flowering,Blight,None,Pesticide A,Spray,1604.1,1443-1764,188,Manual,Cold Storage,22.31,0.84,12169.49,894.21,4432.72,1247.6,23617.98,Yes,None,Plant Barley in Silty soil with Surface irrigation.,0.7,2024-09-19
Soybean,Soybean_Variety_5,Legume,Vegetative,Silty,Medium,7.84,3.67,69,11,11,0.8,23.7,21.25878747936901,25.96562646802065,503.8,72.1,17.4,9.1,Drip,5,4388.4,Barley,Barley_Variety_3,MOP,Brand_9,71.9,Pre-plant,Leaf Spot,High,Pesticide A,Spray,1262.1,1135-1388,154,Manual,Warehouse,19.63,0.42,18736.17,1084.7,3035.6,565.79,6038.85,Yes,High Yield,Plant Soybean in Silty soil with Drip irrigation.,0.7,2025-02-08
Sugarcane,Sugarcane_Variety_4,Cereal,Vegetative,Silty,Coarse,6.78,3.95,16,58,60,0.89,19.0,16.419768320198365,21.86389434006869,502.3,64.9,18.7,5.6,Surface,7,4574.3,Potato,Potato_Variety_2,NPK,Brand_7,165.2,Post-emergence,Root Rot,Medium,Pesticide A,Seed Treatment,1669.5,1502-1836,106,Manual,Open Shed,29.49,0.47,11955.94,891.12,2649.72,1414.78,37277.61,No,None,Plant Sugarcane in Silty soil with Surface irrigation.,0.29,2024-06-29
Soybean,Soybean_Variety_1,Cereal,Vegetative,Loamy,Medium,7.55,3.25,87,56,71,0.41,35.5,31.562894607763198,38.707335858910994,287.9,72.6,19.7,8.1,Drip,5,3738.4,Soybean,Soybean_Variety_4,Vermicompost,Brand_3,70.8,Post-emergence,Leaf Spot,Low,Fungicide B,Spray,2552.7,2297-2807,194,Mechanical,Warehouse,6.33,0.79,19832.48,1301.82,1983.28,1113.98,-3673.89,No,None,Plant Soybean in Loamy soil with Drip irrigation.,0.07,2024-04-17
Sugarcane,Sugarcane_Variety_3,Cereal,Flowering,Chalky,Coarse,8.0,3.87,33,12,21,0.11,24.6,21.7704397400657,27.127821149149938,474.0,51.9,8.8,8.6,Surface,4,1130.3,Sugarcane,Sugarcane_Variety_4,Compost,Brand_8,292.6,Flowering,Root Rot,High,Fungicide B,Seed Treatment,3271.4,2944-3598,180,Manual,Open Shed,36.63,0.28,11848.65,1617.72,1521.35,984.09,107982.73,Yes,Drought Resistance,Plant Sugarcane in Chalky soil with Surface irrigation.,0.03,2025-01-23
Wheat,Wheat_Variety_1,Cereal,Harvesting,Chalky,Medium,7.96,1.36,97,3,20,0.49,19.3,16.809346437509518,23.182084484177107,326.5,88.4,2.0,11.4,Manual,7,2092.8,Soybean,Soybean_Variety_3,NPK,Brand_8,290.4,Post-emergence,Blight,Medium,Neem Oil,Seed Treatment,2692.6,2423-2961,152,Manual,Open Shed,24.01,0.99,7593.84,544.98,3947.08,566.9,57055.49,No,None,Plant Wheat in Chalky soil with Manual irrigation.,0.49,2024-08-28
Wheat,Wheat_Variety_2,Legume,Seeding,Loamy,Medium,6.63,1.45,34,49,62,0.55,33.8,31.797023043962174,36.067324878878864,1042.9,78.9,0.6,4.9,Surface,5,846.0,Wheat,Wheat_Variety_5,MOP,Brand_1,54.4,Post-emergence,Aphids,High,None,Spray,1884.1,1695-2072,140,Mechanical,Cold Storage,35.83,0.98,6957.08,1409.22,1807.38,1279.68,60550.22,No,None,Plant Wheat in Loamy soil with Surface irrigation.,0.66,2024-06-18
Barley,Barley_Variety_3,Fiber,Seeding,Peaty,Medium,7.6,2.82,39,2,91,1.41,39.8,36.03820145932453,43.98234361256888,511.7,87.9,12.7,11.5,Manual,6,3715.1,Soybean,Soybean_Variety_3,DAP,Brand_7,275.2,Flowering,Aphids,High,Fungicide B,Spray,4048.5,3643-4453,180,Manual,Warehouse,48.69,0.71,9837.97,713.24,3764.29,1218.39,187283.49,Yes,High Yield,Plant Barley in Peaty soil with Manual irrigation.,0.07,2024-07-06
Rice,Rice_Variety_2,Tuber,Seeding,Clay,Coarse,6.2,2.89,83,15,45,0.8,32.3,28.953306485167467,36.78789427194292,996.9,77.0,8.7,11.7,Manual,6,4593.7,Soybean,Soybean_Variety_1,NPK,Brand_5,53.1,Pre-plant,Aphids,None,Neem Oil,Seed Treatment,6068.5,5461-6675,86,Manual,Cold Storage,48.36,0.59,19726.95,843.35,4163.13,1023.56,273745.71,Yes,High Yield,Plant Rice in Clay soil with Manual irrigation.,0.69,2024-06-28
Cotton,Cotton_Variety_1,Cereal,Flowering,Clay,Coarse,7.07,4.06,16,92,83,1.49,27.2,24.506678347936134,29.302338283785094,1174.2,88.6,4.3,11.1,Drip,3,4368.2,Barley,Barley_Variety_1,Compost,Brand_8,188.1,Post-emergence,Root Rot,None,Pesticide A,Spray,5722.3,5150-6294,141,Manual,Open Shed,18.77,0.32,12771.88,1100.53,2187.31,1217.74,94635.69,Yes,Drought Resistance,Plant Cotton in Clay soil with Drip irrigation.,0.74,2024-06-25
Barley,Barley_Variety_4,Legume,Flowering,Peaty,Medium,6.53,4.18,28,4,33,0.58,30.4,26.431037578920296,32.66613378407532,1185.3,61.7,6.5,9.3,Sprinkler,6,4529.0,Soybean,Soybean_Variety_4,Compost,Brand_10,55.8,Pre-plant,Root Rot,Low,Pesticide A,Soil Drench,1044.2,939-1148,88,Mechanical,Open Shed,39.16,0.3,5421.79,1878.75,1323.75,510.31,35469.08,Yes,None,Plant Barley in Peaty soil with Sprinkler irrigation.,0.74,2024-10-01
Barley,Barley_Variety_1,Legume,Vegetative,Loamy,Fine,5.89,4.8,63,76,41,0.62,38.1,35.10246476116727,42.504026231077376,1037.9,51.7,5.7,8.9,Sprinkler,4,2826.0,Soybean,Soybean_Variety_1,Vermicompost,Brand_4,204.4,Post-emergence,Leaf Spot,Medium,Pesticide A,Spray,2825.8,2543-3108,140,Manual,Warehouse,26.55,0.25,19350.44,1830.53,3314.58,1143.25,55674.55,Yes,Pest Resistance,Plant Barley in Loamy soil with Sprinkler irrigation.,0.3,2024-09-10
Potato,Potato_Variety_2,Legume,Flowering,Sandy,Fine,6.29,3.09,63,8,17,1.42,25.0,20.003835145010697,29.936509071949697,592.5,44.8,10.0,4.8,Surface,3,3841.1,Potato,Potato_Variety_1,NPK,Brand_9,261.8,Post-emergence,Aphids,None,Biological Control,Spray,7672.9,6905-8440,106,Mechanical,Cold Storage,22.12,0.57,10751.82,1677.12,1512.75,1278.61,158972.73,Yes,None,Plant Potato in Sandy soil with Surface irrigation.,0.05,2024-11-19
Wheat,Wheat_Variety_1,Fiber,Seeding,Loamy,Medium,7.46,1.57,94,66,7,0.78,31.1,28.88912169890228,35.33257757417519,351.1,41.8,5.0,9.4,Manual,2,2317.8,Cotton,Cotton_Variety_1,Urea,Brand_8,252.2,Post-emergence,Leaf Spot,Low,Neem Oil,Soil Drench,7832.7,7049-8615,140,Manual,Warehouse,26.03,0.75,7065.07,683.3,1202.69,1358.49,196820.11,Yes,Drought Resistance,Plant Wheat in Loamy soil with Manual irrigation.,0.31,2025-03-30
Rice,Rice_Variety_4,Legume,Flowering,Clay,Medium,6.92,2.2,97,82,34,1.5,15.5,13.156829245874624,19.80458402082919,859.2,81.9,18.6,7.9,Drip,2,950.1,Sugarcane,Sugarcane_Variety_5,Vermicompost,Brand_10,233.4,Flowering,Stem Borer,None,Fungicide B,Seed Treatment,5203.5,4683-5723,146,Manual,Warehouse,32.56,0.35,8528.2,1904.3,1515.12,875.16,160897.76,No,None,Plant Rice in Clay soil with Drip irrigation.,0.39,2024-11-03
Barley,Barley_Variety_3,Legume,Flowering,Sandy,Fine,7.04,4.87,82,75,52,1.02,38.5,33.72444120683918,42.41761916242329,1172.0,49.1,1.0,10.2,Drip,2,2229.1,Rice,Rice_Variety_5,Vermicompost,Brand_4,203.5,Post-emergence,Blight,None,Neem Oil,Soil Drench,6378.1,5740-7015,117,Manual,Cold Storage,26.98,0.5,8224.01,768.99,4248.93,945.25,163857.13,Yes,High Yield,Plant Barley in Sandy soil with Drip irrigation.,0.86,2024-09-14
Soybean,Soybean_Variety_2,Cereal,Vegetative,Silty,Coarse,6.56,2.16,46,72,73,0.29,15.7,12.61075100814334,17.71765448251317,1131.2,33.0,4.4,10.1,Surface,1,1642.3,Sugarcane,Sugarcane_Variety_1,Urea,Brand_9,74.5,Flowering,Root Rot,High,Biological Control,Soil Drench,1878.0,1690-2065,121,Mechanical,Cold Storage,44.96,0.11,5406.47,861.69,4327.26,524.6,79028.41,No,None,Plant Soybean in Silty soil with Surface irrigation.,0.2,2025-03-14
Sugarcane,Sugarcane_Variety_5,Cereal,Flowering,Silty,Medium,7.01,3.98,99,82,3,0.6,33.5,28.560539556130518,37.083492406328915,508.8,59.4,11.0,11.8,Drip,1,3921.3,Cotton,Cotton_Variety_3,Vermicompost,Brand_5,234.8,Post-emergence,Blight,High,None,Spray,5738.4,5164-6312,90,Mechanical,Open Shed,11.12,0.92,16604.58,1736.5,4520.53,1336.59,47206.43,Yes,High Yield,Plant Sugarcane in Silty soil with Drip irrigation.,0.66,2025-01-09
Barley,Barley_Variety_2,Fiber,Harvesting,Silty,Medium,6.77,4.99,71,96,15,0.16,29.2,24.964825012874165,32.16405912958828,844.1,47.5,7.8,11.7,Sprinkler,5,1076.8,Barley,Barley_Variety_2,MOP,Brand_7,65.3,Post-emergence,Leaf Spot,None,Pesticide A,Soil Drench,4486.4,4037-4935,138,Mechanical,Warehouse,5.28,0.49,9234.1,1610.58,2633.04,1331.51,14454.09,Yes,None,Plant Barley in Silty soil with Sprinkler irrigation.,0.74,2024-06-14
